,age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,X,X.1
1370,41,blue-collar,divorced,basic,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,NA,NA
1991,27,services,married,high.school,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
2100,25,blue-collar,single,basic,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
1475,24,services,single,professional.course,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
2813,33,blue-collar,single,professional.course,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,NA,NA
2619,31,unemployed,married,high.school,no,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
1348,42,blue-collar,divorced,basic,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
1086,23,blue-collar,single,basic,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
2676,40,blue-collar,married,professional.course,no,no,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,NA,NA
2583,50,blue-collar,married,basic,yes,no,telephone,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
2234,39,unemployed,married,university.degree,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
1783,33,self-employed,divorced,basic,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
1923,52,admin.,married,professional.course,yes,yes,cellular,jul,tue,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,no,NA,NA
2666,33,blue-collar,married,professional.course,yes,no,telephone,jul,mon,17,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
1520,31,management,married,university.degree,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
3038,49,management,divorced,basic,no,no,telephone,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
2247,50,unemployed,married,professional.course,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,NA,NA
93,32,blue-collar,married,basic,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,NA,NA
737,43,admin.,single,university.degree,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
2486,25,blue-collar,single,basic,yes,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
2398,47,blue-collar,married,basic,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
48,42,blue-collar,divorced,basic,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,NA,NA
521,31,admin.,single,high.school,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
329,33,blue-collar,married,university.degree,no,no,telephone,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
1355,36,admin.,single,high.school,yes,no,cellular,apr,fri,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
2688,46,blue-collar,divorced,university.degree,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,NA,NA
2337,25,student,single,high.school,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,NA,NA
2296,51,blue-collar,married,basic,yes,no,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
2589,33,admin.,single,university.degree,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,NA,NA
1979,28,self-employed,single,university.degree,no,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no,NA,NA
235,25,admin.,married,university.degree,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,NA,NA
334,41,management,divorced,basic,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
2241,27,blue-collar,married,high.school,no,no,cellular,may,thu,5,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,NA,NA
1950,52,management,divorced,university.degree,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
416,42,admin.,single,university.degree,no,no,cellular,aug,mon,3,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no,NA,NA
897,42,admin.,married,high.school,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,NA,NA
440,58,unemployed,divorced,high.school,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,NA,NA
2804,54,services,married,high.school,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,NA,NA
2108,45,management,married,basic,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
1552,27,blue-collar,married,university.degree,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
83,56,management,married,university.degree,yes,yes,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
946,36,admin.,single,university.degree,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
2888,48,blue-collar,married,basic,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
3036,35,admin.,married,university.degree,yes,no,cellular,oct,thu,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,no,NA,NA
275,37,management,married,university.degree,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
54,34,management,married,university.degree,yes,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,NA,NA
775,47,services,divorced,basic,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
188,37,self-employed,married,university.degree,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,NA,NA
2233,29,services,divorced,high.school,no,yes,telephone,may,mon,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
1419,49,unemployed,divorced,professional.course,yes,yes,telephone,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,NA,NA
1453,48,admin.,divorced,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
1976,31,blue-collar,married,university.degree,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2328,44,blue-collar,single,basic,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,NA,NA
171,28,blue-collar,married,basic,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
2244,45,admin.,married,university.degree,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,NA,NA
2277,30,blue-collar,single,university.degree,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,NA,NA
601,29,blue-collar,married,university.degree,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
1550,39,blue-collar,married,professional.course,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,NA,NA
148,41,blue-collar,married,professional.course,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
1975,32,admin.,single,professional.course,no,yes,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
1822,35,blue-collar,married,university.degree,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no,NA,NA
1609,29,services,single,university.degree,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
1890,57,unemployed,married,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
585,57,unemployed,married,university.degree,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
660,29,admin.,married,university.degree,yes,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,NA,NA
1271,35,admin.,married,university.degree,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,NA,NA
2812,21,blue-collar,married,basic,no,yes,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1115,55,blue-collar,married,university.degree,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2655,46,blue-collar,married,professional.course,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
618,45,admin.,single,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
1015,32,admin.,single,university.degree,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,NA,NA
2449,40,admin.,single,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
2943,31,services,single,university.degree,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,NA,NA
1625,44,self-employed,divorced,basic,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
715,57,admin.,married,basic,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no,NA,NA
2408,37,blue-collar,married,basic,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
867,55,management,married,university.degree,no,no,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
1864,51,admin.,married,university.degree,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1714,39,unemployed,married,university.degree,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,NA,NA
1117,41,blue-collar,married,professional.course,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no,NA,NA
1119,46,admin.,divorced,high.school,yes,no,telephone,oct,fri,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,no,NA,NA
2661,31,admin.,single,high.school,no,no,telephone,may,thu,22,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,NA,NA
871,30,blue-collar,single,basic,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2791,48,self-employed,married,university.degree,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
444,31,blue-collar,single,high.school,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,NA,NA
633,44,admin.,divorced,university.degree,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
1075,32,blue-collar,divorced,professional.course,yes,no,telephone,may,fri,17,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
2343,42,management,married,university.degree,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
2032,56,blue-collar,married,professional.course,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1861,54,services,married,professional.course,no,no,telephone,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no,NA,NA
297,27,management,single,university.degree,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
164,32,self-employed,single,university.degree,no,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
2648,46,blue-collar,married,basic,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
2009,33,unemployed,married,basic,yes,no,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
1351,33,blue-collar,single,basic,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,NA,NA
2999,30,admin.,single,university.degree,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
1909,28,admin.,married,university.degree,yes,no,cellular,aug,mon,3,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,no,NA,NA
2504,47,blue-collar,divorced,basic,yes,no,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
1413,51,management,married,basic,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
1720,24,admin.,single,high.school,yes,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
2183,26,services,single,high.school,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
3048,31,unemployed,divorced,university.degree,yes,yes,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
122,47,admin.,single,high.school,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,NA,NA
2066,58,unemployed,divorced,university.degree,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,NA,NA
2881,28,blue-collar,single,basic,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,NA,NA
1705,41,blue-collar,married,basic,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
2721,53,management,married,university.degree,yes,yes,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
1740,38,blue-collar,married,basic,no,no,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,NA,NA
1795,41,blue-collar,married,basic,yes,no,cellular,may,tue,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,no,NA,NA
1990,31,admin.,married,high.school,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
95,29,management,married,university.degree,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,NA,NA
2150,26,admin.,single,high.school,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
495,33,blue-collar,married,university.degree,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,NA,NA
460,34,self-employed,married,university.degree,no,yes,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
1311,66,services,married,high.school,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,NA,NA
662,31,unemployed,married,basic,yes,no,telephone,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,NA,NA
934,38,admin.,married,university.degree,yes,no,cellular,aug,tue,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
1955,32,services,married,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
3026,31,services,divorced,high.school,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
692,36,blue-collar,married,basic,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
2158,45,blue-collar,single,professional.course,yes,yes,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50,1.538,5099.1,no,NA,NA
1556,29,admin.,married,university.degree,no,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
1443,51,blue-collar,married,high.school,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
2134,49,admin.,married,university.degree,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
2520,44,admin.,married,high.school,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1690,50,blue-collar,married,basic,yes,yes,telephone,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
1755,41,admin.,married,university.degree,no,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
1180,55,blue-collar,married,basic,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
1173,34,admin.,married,university.degree,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
835,59,admin.,married,high.school,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,NA,NA
1240,36,blue-collar,married,professional.course,no,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,NA,NA
1915,29,management,single,university.degree,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
2198,32,blue-collar,single,professional.course,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
831,29,blue-collar,married,basic,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,NA,NA
1836,29,blue-collar,married,basic,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,NA,NA
2123,36,blue-collar,married,basic,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
2327,45,admin.,married,high.school,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
1672,32,services,married,high.school,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
510,35,admin.,married,university.degree,yes,no,cellular,sep,wed,2,18,2,failure,-1.1,94.199,-37.5,0.886,4963.6,no,NA,NA
2446,54,blue-collar,married,basic,yes,yes,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no,NA,NA
87,35,blue-collar,married,high.school,no,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
2127,35,unemployed,married,university.degree,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,NA,NA
2307,35,admin.,married,high.school,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,NA,NA
2166,58,management,married,university.degree,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
887,59,blue-collar,divorced,basic,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
538,56,management,married,university.degree,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,NA,NA
883,32,blue-collar,single,university.degree,yes,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1025,35,blue-collar,divorced,basic,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
1361,52,services,married,basic,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,NA,NA
340,29,blue-collar,single,university.degree,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
204,43,self-employed,married,basic,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,NA,NA
1276,48,blue-collar,married,basic,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
621,50,blue-collar,married,professional.course,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
1602,37,admin.,single,professional.course,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,NA,NA
427,37,admin.,single,high.school,yes,no,telephone,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
2295,55,admin.,married,university.degree,no,no,telephone,may,mon,14,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,NA,NA
2948,35,admin.,single,university.degree,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
2138,43,blue-collar,married,professional.course,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
2801,57,admin.,married,university.degree,no,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1921,49,management,married,university.degree,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,NA,NA
110,41,blue-collar,married,basic,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
69,38,blue-collar,married,basic,no,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
2925,34,blue-collar,married,basic,yes,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
1038,46,self-employed,married,basic,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,NA,NA
1255,54,self-employed,married,university.degree,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,NA,NA
328,45,management,married,university.degree,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,NA,NA
2242,35,blue-collar,married,basic,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,NA,NA
2833,32,blue-collar,single,professional.course,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
671,44,blue-collar,single,university.degree,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
2673,35,blue-collar,married,basic,no,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
2249,29,admin.,married,basic,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
2613,53,admin.,married,professional.course,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
720,32,blue-collar,married,basic,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
